Event Receive Hour,Host Name,AVG(CPU Util),AVG(Memory Util),SUM(Sent Bytes64) (Byte),SUM(Received Bytes64) (Byte)
2022-02-02 13:00:00,ussvnplesx56.fortinet-us.com,48.07,84.72,56941875200,17174568960
2022-02-02 13:00:00,ussvnplesx51.fortinet-us.com,47.94,88.27,59376803840,27224616960
2022-02-02 13:00:00,ussvnplesx53.fortinet-us.com,47.84,84.13,74605629440,26796564480
2022-02-02 13:00:00,ussvnplesx57.fortinet-us.com,44.96,89.05,103769047040,111937433600
2022-02-02 13:00:00,ussvnplesx55.fortinet-us.com,44.40,91.86,41797283840,13537443840
2022-02-02 13:00:00,ussvnplesx52.fortinet-us.com,43.15,91.76,142421831680,93728317440
2022-02-02 13:00:00,FSM-GFU-Window2016-WIN2016test-172-30-56-126.gfu.com,22.76,48.67,393087472,226074860
2022-02-02 13:00:00,FSM-GFU-Window10-WIN10-172-30-56-127,10.42,29.52,500204840,305721890
2022-02-02 13:00:00,WIN-QA-RDP-230,9.38,28.68,430671894,285871198
2022-02-02 13:00:00,FSM-CPWANG-WIND2019-172-30-56-214,7.73,46.32,1062234395,267496604
2022-02-02 13:00:00,WIN-2R27C8ADMT3.fortisiem-lab.net,3.20,22.03,658411460,5190440294
2022-02-02 13:00:00,FSM-RPRAJUDHA-CENTOS8-NFS217-172.30.57.217,1.86,37.74,29206785,26534516
2022-02-02 13:00:00,fsm-ntwk-wlan01,0.90,57.32,10215567,25967079
2022-02-02 13:00:00,FSM-TTRINH-CENTOS8-KAFKA-172.30.56.34,0.56,36.68,79513808,41555906
2022-02-02 13:00:00,it-rle-oradb-57141,0.50,2.16,58893466,56206323
2022-02-02 13:00:00,HOST-172.30.56.104,0.00,0.00,8247164,18471394
2022-02-02 14:00:00,FSM-GFU-Window2012R2-WIN2012R2-172-30-56-123,94.65,47.47,585505910,417053745
2022-02-02 14:00:00,ussvnplesx58.fortinet-us.com,67.62,68.21,685763461120,95087984640
2022-02-02 14:00:00,ussvnplesx54.fortinet-us.com,56.63,74.21,39751884800,22531133440
2022-02-02 14:00:00,ussvnplesx52.fortinet-us.com,53.27,92.21,43903631360,7589335040
2022-02-02 14:00:00,ussvnplesx59.fortinet-us.com,51.96,67.88,154889789440,29615288320
2022-02-02 14:00:00,FSM-GFU1-Window2022-WIN2022-172-30-56-125,51.51,47.46,1140405060,774389175
2022-02-02 14:00:00,ussvnplesx51.fortinet-us.com,49.80,88.28,134707712000,188840181760
2022-02-02 14:00:00,ussvnplesx56.fortinet-us.com,48.51,84.79,113471815680,100542853120
2022-02-02 14:00:00,ussvnplesx53.fortinet-us.com,46.84,84.42,122780508160,44595077120
2022-02-02 14:00:00,ussvnplesx57.fortinet-us.com,45.09,89.71,132406681600,115558871040
2022-02-02 14:00:00,ussvnplesx55.fortinet-us.com,44.28,91.91,52759101440,15256637440
2022-02-02 14:00:00,FSM-GFU-Window2016-WIN2016test-172-30-56-126.gfu.com,22.93,48.91,393762512,221418520
2022-02-02 14:00:00,FSM-GFU-Window10-WIN10-172-30-56-127,9.74,29.44,492076290,279006890
2022-02-02 14:00:00,WIN-QA-RDP-230,9.41,28.69,424166004,256520154
2022-02-02 14:00:00,FSM-CPWANG-WIND2019-172-30-56-214,8.70,46.54,1086163975,432131106
2022-02-02 14:00:00,WIN-2R27C8ADMT3.fortisiem-lab.net,3.24,22.05,646155600,5107588466
2022-02-02 14:00:00,FSM-RPRAJUDHA-CENTOS8-NFS217-172.30.57.217,1.82,37.74,29064695,24815718
2022-02-02 14:00:00,fsm-ntwk-wlan01,1.00,57.31,10285259,24657067
2022-02-02 14:00:00,FSM-TTRINH-CENTOS8-KAFKA-172.30.56.34,0.57,36.69,79504234,40214790
2022-02-02 14:00:00,it-rle-oradb-57141,0.50,2.16,65043505,54835142
2022-02-02 14:00:00,HOST-172.30.56.104,0.00,0.00,8147514,17120977
2022-02-02 15:00:00,FSM-GFU-Window2012R2-WIN2012R2-172-30-56-123,94.64,47.48,528235860,401477420
2022-02-02 15:00:00,ussvnplesx58.fortinet-us.com,70.99,68.21,762828185600,146847764480
2022-02-02 15:00:00,ussvnplesx54.fortinet-us.com,58.18,74.21,44352757760,20318781440
2022-02-02 15:00:00,ussvnplesx59.fortinet-us.com,55.10,67.44,172750766080,26163507200
2022-02-02 15:00:00,ussvnplesx53.fortinet-us.com,52.08,86.32,102608445440,27739381760
2022-02-02 15:00:00,ussvnplesx56.fortinet-us.com,51.47,84.26,124670382080,110231879680
2022-02-02 15:00:00,ussvnplesx52.fortinet-us.com,50.37,92.20,44171059200,6835691520
2022-02-02 15:00:00,ussvnplesx51.fortinet-us.com,49.83,88.28,130002493440,211501670400
2022-02-02 15:00:00,FSM-GFU1-Window2022-WIN2022-172-30-56-125,46.51,47.43,1049904465,760996035
2022-02-02 15:00:00,ussvnplesx55.fortinet-us.com,46.19,91.07,68877475840,26976870400
2022-02-02 15:00:00,ussvnplesx57.fortinet-us.com,45.52,87.64,131171799040,122676080640
2022-02-02 15:00:00,FSM-GFU-Window2016-WIN2016test-172-30-56-126.gfu.com,23.50,48.89,393177608,220014300
2022-02-02 15:00:00,FSM-GFU-Window10-WIN10-172-30-56-127,10.37,29.46,486938595,278204510
2022-02-02 15:00:00,WIN-QA-RDP-230,8.89,28.69,420638424,256458858
2022-02-02 15:00:00,FSM-CPWANG-WIND2019-172-30-56-214,8.85,46.40,1085965490,264483590
2022-02-02 15:00:00,WIN-2R27C8ADMT3.fortisiem-lab.net,3.32,22.06,646700024,5107815892
2022-02-02 15:00:00,FSM-RPRAJUDHA-CENTOS8-NFS217-172.30.57.217,1.84,37.74,29000318,24823893
2022-02-02 15:00:00,fsm-ntwk-wlan01,1.00,57.32,10180455,24844423
2022-02-02 15:00:00,FSM-TTRINH-CENTOS8-KAFKA-172.30.56.34,0.56,36.67,79408020,40195185
2022-02-02 15:00:00,it-rle-oradb-57141,0.55,2.16,72668006,57685922
2022-02-02 15:00:00,HOST-172.30.56.104,0.00,0.00,8052040,17158675
2022-02-02 16:00:00,FSM-GFU-Window2012R2-WIN2012R2-172-30-56-123,94.78,47.48,504005505,398443375
2022-02-02 16:00:00,ussvnplesx58.fortinet-us.com,70.06,67.59,719749242880,151012290560
2022-02-02 16:00:00,ussvnplesx54.fortinet-us.com,57.41,73.69,50941849600,16711577600
2022-02-02 16:00:00,ussvnplesx59.fortinet-us.com,55.73,69.51,168928624640,30813798400
2022-02-02 16:00:00,ussvnplesx56.fortinet-us.com,52.88,83.33,105763840000,84746629120
2022-02-02 16:00:00,ussvnplesx53.fortinet-us.com,51.28,86.76,74681077760,25420759040
2022-02-02 16:00:00,ussvnplesx51.fortinet-us.com,50.13,87.95,130316226560,208120463360
2022-02-02 16:00:00,FSM-GFU1-Window2022-WIN2022-172-30-56-125,46.75,47.37,990239100,748010676
2022-02-02 16:00:00,ussvnplesx57.fortinet-us.com,45.17,85.37,113498009600,137019801600
2022-02-02 16:00:00,ussvnplesx55.fortinet-us.com,44.80,89.46,51216977920,28136468480
2022-02-02 16:00:00,ussvnplesx52.fortinet-us.com,44.29,92.60,85009039360,24318136320
2022-02-02 16:00:00,FSM-GFU-Window2016-WIN2016test-172-30-56-126.gfu.com,23.27,49.04,396603816,224973820
2022-02-02 16:00:00,FSM-GFU-Window10-WIN10-172-30-56-127,10.31,29.50,482599720,278943436
2022-02-02 16:00:00,WIN-QA-RDP-230,8.96,28.68,416785728,256533954
2022-02-02 16:00:00,FSM-CPWANG-WIND2019-172-30-56-214,8.34,46.52,1057463065,261316740
2022-02-02 16:00:00,WIN-2R27C8ADMT3.fortisiem-lab.net,3.15,22.03,644558920,5116236392
2022-02-02 16:00:00,FSM-RPRAJUDHA-CENTOS8-NFS217-172.30.57.217,1.83,37.75,28918594,25162173
2022-02-02 16:00:00,fsm-ntwk-wlan01,1.00,57.32,10003170,24963711
2022-02-02 16:00:00,it-rle-oradb-57141,0.58,2.16,72692190,59938869
2022-02-02 16:00:00,FSM-TTRINH-CENTOS8-KAFKA-172.30.56.34,0.57,36.67,77997010,40115506
2022-02-02 16:00:00,HOST-172.30.56.104,0.00,0.00,7967466,17387911
2022-02-02 17:00:00,FSM-GFU-Window2012R2-WIN2012R2-172-30-56-123,93.19,47.47,488215255,391545495
2022-02-02 17:00:00,ussvnplesx58.fortinet-us.com,66.76,63.75,576849039360,144283238400
2022-02-02 17:00:00,ussvnplesx59.fortinet-us.com,58.97,71.58,190312366080,20750909440
2022-02-02 17:00:00,ussvnplesx54.fortinet-us.com,55.00,71.11,49027706880,18545582080
2022-02-02 17:00:00,ussvnplesx56.fortinet-us.com,50.39,80.48,93416099840,27007918080
2022-02-02 17:00:00,ussvnplesx51.fortinet-us.com,50.24,86.13,132086865920,205229199360
2022-02-02 17:00:00,ussvnplesx53.fortinet-us.com,49.69,82.63,112829870080,26698833920
2022-02-02 17:00:00,ussvnplesx55.fortinet-us.com,47.44,85.01,95708712960,37918023680
2022-02-02 17:00:00,ussvnplesx52.fortinet-us.com,47.09,90.69,87018291200,30486425600
2022-02-02 17:00:00,FSM-GFU1-Window2022-WIN2022-172-30-56-125,46.12,47.44,971404605,743956054
2022-02-02 17:00:00,ussvnplesx57.fortinet-us.com,45.94,82.05,209479434240,142268579840
2022-02-02 17:00:00,FSM-GFU-Window2016-WIN2016test-172-30-56-126.gfu.com,22.88,48.96,400718224,223840360
2022-02-02 17:00:00,FSM-GFU-Window10-WIN10-172-30-56-127,10.05,29.62,470611455,278365394
2022-02-02 17:00:00,WIN-QA-RDP-230,9.13,28.68,403278150,255009504
2022-02-02 17:00:00,FSM-CPWANG-WIND2019-172-30-56-214,8.89,46.56,1045783995,259939895
2022-02-02 17:00:00,WIN-2R27C8ADMT3.fortisiem-lab.net,3.12,22.02,638855836,5119337412
2022-02-02 17:00:00,FSM-RPRAJUDHA-CENTOS8-NFS217-172.30.57.217,1.80,37.74,28968442,25723113
2022-02-02 17:00:00,fsm-ntwk-wlan01,0.90,57.31,9933298,25445008
2022-02-02 17:00:00,FSM-TTRINH-CENTOS8-KAFKA-172.30.56.34,0.56,36.66,75686727,39969171
2022-02-02 17:00:00,it-rle-oradb-57141,0.48,2.16,56495392,54030997
2022-02-02 17:00:00,HOST-172.30.56.104,0.00,0.00,7848464,17749673
2022-02-02 18:00:00,FSM-GFU-Window2012R2-WIN2012R2-172-30-56-123,93.95,47.49,503512470,398073380
2022-02-02 18:00:00,ussvnplesx58.fortinet-us.com,66.86,63.75,574920417280,143308492800
2022-02-02 18:00:00,ussvnplesx59.fortinet-us.com,58.33,71.94,177185484800,16447508480
2022-02-02 18:00:00,ussvnplesx54.fortinet-us.com,56.41,72.94,67104849920,20907151360
2022-02-02 18:00:00,ussvnplesx56.fortinet-us.com,51.21,83.32,88810741760,23754485760
2022-02-02 18:00:00,ussvnplesx53.fortinet-us.com,50.81,83.91,101167042560,31279513600
2022-02-02 18:00:00,ussvnplesx51.fortinet-us.com,49.56,86.81,114389422080,201800294400
2022-02-02 18:00:00,ussvnplesx52.fortinet-us.com,48.07,89.90,77808906240,13531914240
2022-02-02 18:00:00,FSM-GFU1-Window2022-WIN2022-172-30-56-125,47.94,47.53,993477545,746831815
2022-02-02 18:00:00,ussvnplesx55.fortinet-us.com,47.70,89.46,112151900160,44010557440
2022-02-02 18:00:00,ussvnplesx57.fortinet-us.com,44.85,86.38,155308769280,137215303680
2022-02-02 18:00:00,FSM-GFU-Window2016-WIN2016test-172-30-56-126.gfu.com,24.77,49.63,488342748,390663264
2022-02-02 18:00:00,FSM-GFU-Window10-WIN10-172-30-56-127,9.82,29.56,487112140,280435380
2022-02-02 18:00:00,WIN-QA-RDP-230,7.98,28.66,415252380,255299010
2022-02-02 18:00:00,FSM-CPWANG-WIND2019-172-30-56-214,7.64,46.64,1070661125,262040111
2022-02-02 18:00:00,WIN-2R27C8ADMT3.fortisiem-lab.net,3.14,22.03,643363424,5100588200
2022-02-02 18:00:00,FSM-RPRAJUDHA-CENTOS8-NFS217-172.30.57.217,1.82,37.75,28916838,25171562
2022-02-02 18:00:00,fsm-ntwk-wlan01,0.90,57.31,10096290,24956662
2022-02-02 18:00:00,FSM-TTRINH-CENTOS8-KAFKA-172.30.56.34,0.56,36.66,77933153,40123858
2022-02-02 18:00:00,it-rle-oradb-57141,0.48,2.16,56018177,52779188
2022-02-02 18:00:00,HOST-172.30.56.104,0.00,0.00,8002690,17369233
2022-02-02 19:00:00,FSM-GFU-Window2012R2-WIN2012R2-172-30-56-123,93.90,47.47,512436460,401400765
2022-02-02 19:00:00,ussvnplesx58.fortinet-us.com,67.35,63.75,577509212160,150753136640
2022-02-02 19:00:00,ussvnplesx59.fortinet-us.com,57.91,72.05,169523752960,13509406720
2022-02-02 19:00:00,ussvnplesx54.fortinet-us.com,54.45,74.23,40738979840,27896586240
2022-02-02 19:00:00,ussvnplesx51.fortinet-us.com,50.01,86.93,115210055680,199362293760
2022-02-02 19:00:00,ussvnplesx56.fortinet-us.com,49.00,84.47,47189463040,7826821120
2022-02-02 19:00:00,ussvnplesx53.fortinet-us.com,48.23,85.68,100821975040,58546053120
2022-02-02 19:00:00,FSM-GFU1-Window2022-WIN2022-172-30-56-125,46.11,47.51,977084775,735734770
2022-02-02 19:00:00,ussvnplesx55.fortinet-us.com,45.00,91.96,121822781440,10272215040
2022-02-02 19:00:00,ussvnplesx52.fortinet-us.com,44.70,90.76,69200097280,49878712320
2022-02-02 19:00:00,ussvnplesx57.fortinet-us.com,39.93,87.97,93557903360,104752619520
2022-02-02 19:00:00,FSM-GFU-Window2016-WIN2016test-172-30-56-126.gfu.com,24.95,49.61,515162996,275635247
2022-02-02 19:00:00,FSM-GFU-Window10-WIN10-172-30-56-127,10.31,29.58,488375865,279844242
2022-02-02 19:00:00,FSM-CPWANG-WIND2019-172-30-56-214,9.68,46.64,1076004755,264556349
2022-02-02 19:00:00,WIN-QA-RDP-230,9.28,28.67,423057930,257549892
2022-02-02 19:00:00,WIN-2R27C8ADMT3.fortisiem-lab.net,3.14,22.01,661109840,5196256186
2022-02-02 19:00:00,FSM-RPRAJUDHA-CENTOS8-NFS217-172.30.57.217,1.82,37.75,29018873,25230454
2022-02-02 19:00:00,fsm-ntwk-wlan01,1.00,57.32,10194512,24923055
2022-02-02 19:00:00,FSM-TTRINH-CENTOS8-KAFKA-172.30.56.34,0.56,36.67,79403971,40601344
2022-02-02 19:00:00,it-rle-oradb-57141,0.48,2.16,55493147,52612934
2022-02-02 19:00:00,HOST-172.30.56.104,0.00,0.00,8112172,17421326
2022-02-02 20:00:00,FSM-GFU-Window2012R2-WIN2012R2-172-30-56-123,93.34,47.48,510941850,398976605
2022-02-02 20:00:00,ussvnplesx58.fortinet-us.com,67.64,63.76,583206277120,146587750400
2022-02-02 20:00:00,ussvnplesx59.fortinet-us.com,57.96,72.12,171793346560,11020513280
2022-02-02 20:00:00,ussvnplesx54.fortinet-us.com,55.09,74.25,44389928960,12278292480
2022-02-02 20:00:00,ussvnplesx51.fortinet-us.com,49.58,86.93,121381171200,198338355200
2022-02-02 20:00:00,ussvnplesx53.fortinet-us.com,48.17,85.95,52769300480,7735582720
2022-02-02 20:00:00,FSM-GFU1-Window2022-WIN2022-172-30-56-125,48.17,47.45,995879135,748876573
2022-02-02 20:00:00,ussvnplesx56.fortinet-us.com,46.64,84.58,49861427200,7910973440
2022-02-02 20:00:00,ussvnplesx55.fortinet-us.com,46.29,92.18,220086579200,12324679680
2022-02-02 20:00:00,ussvnplesx52.fortinet-us.com,44.64,90.65,106974167040,94772797440
2022-02-02 20:00:00,ussvnplesx57.fortinet-us.com,39.36,88.03,92153487360,104650117120
2022-02-02 20:00:00,FSM-GFU-Window2016-WIN2016test-172-30-56-126.gfu.com,25.75,49.85,509192056,272459921
2022-02-02 20:00:00,FSM-GFU-Window10-WIN10-172-30-56-127,10.07,29.59,487610880,278916653
2022-02-02 20:00:00,WIN-QA-RDP-230,9.13,28.66,422840136,256783952
2022-02-02 20:00:00,FSM-CPWANG-WIND2019-172-30-56-214,7.79,46.51,1072436805,262166365
2022-02-02 20:00:00,WIN-2R27C8ADMT3.fortisiem-lab.net,3.26,22.04,647507368,5103790182
2022-02-02 20:00:00,FSM-RPRAJUDHA-CENTOS8-NFS217-172.30.57.217,1.84,37.74,29046709,25330583
2022-02-02 20:00:00,fsm-ntwk-wlan01,0.86,57.31,10247908,24863983
2022-02-02 20:00:00,FSM-TTRINH-CENTOS8-KAFKA-172.30.56.34,0.57,36.67,79299563,40405672
2022-02-02 20:00:00,it-rle-oradb-57141,0.49,2.16,55500033,52402653
2022-02-02 20:00:00,HOST-172.30.56.104,0.00,0.00,8134656,17310015
2022-02-02 21:00:00,FSM-GFU-Window2012R2-WIN2012R2-172-30-56-123,94.35,47.48,507723340,398692260
2022-02-02 21:00:00,ussvnplesx58.fortinet-us.com,68.05,63.76,619961528320,175813980160
2022-02-02 21:00:00,ussvnplesx59.fortinet-us.com,57.63,72.15,180469964800,15345745920
2022-02-02 21:00:00,ussvnplesx54.fortinet-us.com,55.34,74.25,47196610560,22766346240
2022-02-02 21:00:00,ussvnplesx51.fortinet-us.com,49.22,86.93,121370583040,196949176320
2022-02-02 21:00:00,ussvnplesx53.fortinet-us.com,48.03,86.13,55752683520,8097423360
2022-02-02 21:00:00,ussvnplesx56.fortinet-us.com,46.50,84.61,56924938240,8119808000
2022-02-02 21:00:00,ussvnplesx55.fortinet-us.com,46.10,92.27,220501340160,11789987840
2022-02-02 21:00:00,FSM-GFU1-Window2022-WIN2022-172-30-56-125,45.67,47.43,997890165,751359477
2022-02-02 21:00:00,ussvnplesx52.fortinet-us.com,44.52,90.64,105069465600,94344560640
2022-02-02 21:00:00,ussvnplesx57.fortinet-us.com,39.40,88.04,97168588800,105090949120
2022-02-02 21:00:00,FSM-GFU-Window2016-WIN2016test-172-30-56-126.gfu.com,25.40,50.00,516171620,275392320
2022-02-02 21:00:00,FSM-GFU-Window10-WIN10-172-30-56-127,10.89,29.63,490234225,281176035
2022-02-02 21:00:00,FSM-CPWANG-WIND2019-172-30-56-214,9.98,46.60,1062308645,261390485
2022-02-02 21:00:00,WIN-QA-RDP-230,8.84,28.69,424230360,295787608
2022-02-02 21:00:00,WIN-2R27C8ADMT3.fortisiem-lab.net,3.26,22.05,648362304,5123900176
2022-02-02 21:00:00,FSM-RPRAJUDHA-CENTOS8-NFS217-172.30.57.217,1.83,37.74,29570803,25613264
2022-02-02 21:00:00,fsm-ntwk-wlan01,1.05,57.31,10364753,25316848
2022-02-02 21:00:00,FSM-TTRINH-CENTOS8-KAFKA-172.30.56.34,0.57,36.67,80307646,41106398
2022-02-02 21:00:00,it-rle-oradb-57141,0.50,2.16,56447808,53539677
2022-02-02 21:00:00,HOST-172.30.56.104,0.00,0.00,8085934,17358661
2022-02-02 22:00:00,FSM-GFU-Window2012R2-WIN2012R2-172-30-56-123,94.26,47.49,503921180,394068880
2022-02-02 22:00:00,ussvnplesx58.fortinet-us.com,67.37,63.77,582742097920,148183203840
2022-02-02 22:00:00,ussvnplesx59.fortinet-us.com,57.69,72.18,181118566400,25512181760
2022-02-02 22:00:00,ussvnplesx54.fortinet-us.com,55.11,74.25,42403430400,19803320320
2022-02-02 22:00:00,ussvnplesx51.fortinet-us.com,49.71,86.95,116150210560,196563927040
2022-02-02 22:00:00,ussvnplesx53.fortinet-us.com,48.14,86.27,48407470080,8161546240
2022-02-02 22:00:00,FSM-GFU1-Window2022-WIN2022-172-30-56-125,46.96,47.49,990286220,741307350
2022-02-02 22:00:00,ussvnplesx56.fortinet-us.com,46.95,84.67,51041546240,7654297600
2022-02-02 22:00:00,ussvnplesx55.fortinet-us.com,45.89,92.33,219414200320,11200593920
2022-02-02 22:00:00,ussvnplesx52.fortinet-us.com,44.46,90.66,96342568960,94652231680
2022-02-02 22:00:00,ussvnplesx57.fortinet-us.com,39.38,88.10,96850042880,103744901120
2022-02-02 22:00:00,FSM-GFU-Window2016-WIN2016test-172-30-56-126.gfu.com,25.02,49.86,504580772,271244596
2022-02-02 22:00:00,FSM-GFU-Window10-WIN10-172-30-56-127,10.44,29.60,496760100,283634870
2022-02-02 22:00:00,WIN-QA-RDP-230,9.10,28.69,427881378,259389642
2022-02-02 22:00:00,FSM-CPWANG-WIND2019-172-30-56-214,8.16,46.56,1075884095,262667320
2022-02-02 22:00:00,WIN-2R27C8ADMT3.fortisiem-lab.net,3.27,22.04,648833040,5110313124
2022-02-02 22:00:00,FSM-RPRAJUDHA-CENTOS8-NFS217-172.30.57.217,1.83,37.77,28522533,24831702
2022-02-02 22:00:00,fsm-ntwk-wlan01,1.19,57.32,10215251,24840831
2022-02-02 22:00:00,FSM-TTRINH-CENTOS8-KAFKA-172.30.56.34,0.56,36.66,79352176,40324577
2022-02-02 22:00:00,it-rle-oradb-57141,0.49,2.16,55349461,52155783
2022-02-02 22:00:00,HOST-172.30.56.104,0.00,0.00,8214818,17489738
2022-02-02 23:00:00,FSM-GFU-Window2012R2-WIN2012R2-172-30-56-123,94.83,47.47,516766790,405872066
2022-02-02 23:00:00,ussvnplesx58.fortinet-us.com,67.24,63.77,592352235520,148849397760
2022-02-02 23:00:00,ussvnplesx59.fortinet-us.com,57.47,72.28,263747112960,23592161280
2022-02-02 23:00:00,ussvnplesx54.fortinet-us.com,55.83,74.26,61898096640,32597770240
2022-02-02 23:00:00,ussvnplesx51.fortinet-us.com,49.77,86.96,180710604800,217940131840
2022-02-02 23:00:00,ussvnplesx53.fortinet-us.com,47.88,86.62,62446018560,8402329600
2022-02-02 23:00:00,ussvnplesx56.fortinet-us.com,47.17,84.71,122809118720,71340605440
2022-02-02 23:00:00,FSM-GFU1-Window2022-WIN2022-172-30-56-125,46.64,47.57,990790835,742196654
2022-02-02 23:00:00,ussvnplesx55.fortinet-us.com,45.50,92.48,225289707520,12733091840
2022-02-02 23:00:00,ussvnplesx52.fortinet-us.com,43.72,90.72,108667105280,97493975040
2022-02-02 23:00:00,ussvnplesx57.fortinet-us.com,39.52,88.18,101003837440,103707443200
2022-02-02 23:00:00,FSM-GFU-Window2016-WIN2016test-172-30-56-126.gfu.com,25.60,49.93,506113108,272076016
2022-02-02 23:00:00,FSM-GFU-Window10-WIN10-172-30-56-127,10.34,29.72,491882185,283419865
2022-02-02 23:00:00,WIN-QA-RDP-230,9.47,28.71,422366328,257230848
2022-02-02 23:00:00,FSM-CPWANG-WIND2019-172-30-56-214,9.18,46.65,1072025840,262447600
2022-02-02 23:00:00,WIN-2R27C8ADMT3.fortisiem-lab.net,3.21,22.05,655637106,5193893764
2022-02-02 23:00:00,FSM-RPRAJUDHA-CENTOS8-NFS217-172.30.57.217,1.84,37.78,29047676,25217583
2022-02-02 23:00:00,fsm-ntwk-wlan01,1.00,57.31,10211875,24960408
2022-02-02 23:00:00,FSM-TTRINH-CENTOS8-KAFKA-172.30.56.34,0.56,36.66,79427344,40596030
2022-02-02 23:00:00,it-rle-oradb-57141,0.51,2.16,55675036,52762071
2022-02-02 23:00:00,HOST-172.30.56.104,0.00,0.00,8121740,17401905
2022-02-03 00:00:00,FSM-GFU-Window2012R2-WIN2012R2-172-30-56-123,94.98,47.46,509607945,398914094
2022-02-03 00:00:00,ussvnplesx58.fortinet-us.com,66.42,63.77,584808796160,147695247360
2022-02-03 00:00:00,ussvnplesx59.fortinet-us.com,57.23,72.34,180021125120,11350056960
2022-02-03 00:00:00,ussvnplesx54.fortinet-us.com,55.29,74.26,47567667200,19965829120
2022-02-03 00:00:00,ussvnplesx51.fortinet-us.com,49.53,86.96,125701939200,197058662400
2022-02-03 00:00:00,ussvnplesx53.fortinet-us.com,47.96,86.97,57101127680,7911976960
2022-02-03 00:00:00,ussvnplesx56.fortinet-us.com,46.84,84.72,53167718400,8014622720
2022-02-03 00:00:00,FSM-GFU1-Window2022-WIN2022-172-30-56-125,45.80,47.79,1001754845,753755266
2022-02-03 00:00:00,ussvnplesx55.fortinet-us.com,45.48,92.55,222235299840,12574474240
2022-02-03 00:00:00,ussvnplesx52.fortinet-us.com,44.02,90.81,111159562240,96141762560
2022-02-03 00:00:00,ussvnplesx57.fortinet-us.com,37.43,88.22,96622571520,100149186560
2022-02-03 00:00:00,FSM-GFU-Window2016-WIN2016test-172-30-56-126.gfu.com,25.62,49.68,509072404,270892036
2022-02-03 00:00:00,FSM-GFU-Window10-WIN10-172-30-56-127,10.46,29.77,491865680,280230245
2022-02-03 00:00:00,FSM-CPWANG-WIND2019-172-30-56-214,9.14,46.53,1075270245,264889330
2022-02-03 00:00:00,WIN-QA-RDP-230,8.75,28.71,423890400,257035284
2022-02-03 00:00:00,WIN-2R27C8ADMT3.fortisiem-lab.net,3.21,22.03,649770170,5103398076
2022-02-03 00:00:00,FSM-RPRAJUDHA-CENTOS8-NFS217-172.30.57.217,1.85,37.77,29037480,25082675
2022-02-03 00:00:00,fsm-ntwk-wlan01,0.95,57.31,10199000,24794343
2022-02-03 00:00:00,FSM-TTRINH-CENTOS8-KAFKA-172.30.56.34,0.56,36.68,79530111,40493870
2022-02-03 00:00:00,it-rle-oradb-57141,0.50,2.16,55609889,52488749
2022-02-03 00:00:00,HOST-172.30.56.104,0.00,0.00,8114046,17282981
2022-02-03 01:00:00,FSM-GFU-Window2012R2-WIN2012R2-172-30-56-123,95.20,47.49,508635395,398454325
2022-02-03 01:00:00,ussvnplesx58.fortinet-us.com,67.17,63.78,581567344640,145530327040
2022-02-03 01:00:00,ussvnplesx59.fortinet-us.com,57.88,72.36,179759226880,46597304320
2022-02-03 01:00:00,ussvnplesx54.fortinet-us.com,54.83,74.27,48052428800,17447137280
2022-02-03 01:00:00,ussvnplesx51.fortinet-us.com,49.71,86.96,123838914560,196328591360
2022-02-03 01:00:00,ussvnplesx53.fortinet-us.com,47.84,87.14,62646722560,13303275520
2022-02-03 01:00:00,ussvnplesx56.fortinet-us.com,46.51,84.73,57103319040,7724646400
2022-02-03 01:00:00,ussvnplesx55.fortinet-us.com,45.86,92.69,227183329280,10461573120
2022-02-03 01:00:00,FSM-GFU1-Window2022-WIN2022-172-30-56-125,45.67,47.59,995142445,747378615
2022-02-03 01:00:00,ussvnplesx52.fortinet-us.com,43.78,90.96,112181432320,95200051200
2022-02-03 01:00:00,ussvnplesx57.fortinet-us.com,37.41,88.26,99691601920,100468183040
2022-02-03 01:00:00,FSM-GFU-Window2016-WIN2016test-172-30-56-126.gfu.com,26.57,49.74,509126940,275124708
2022-02-03 01:00:00,FSM-GFU-Window10-WIN10-172-30-56-127,9.88,29.66,490381295,280536730
2022-02-03 01:00:00,WIN-QA-RDP-230,8.84,28.71,422562156,257077908
2022-02-03 01:00:00,FSM-CPWANG-WIND2019-172-30-56-214,8.57,46.62,1062930755,262345055
2022-02-03 01:00:00,WIN-2R27C8ADMT3.fortisiem-lab.net,3.19,22.04,644496832,5100992992
2022-02-03 01:00:00,FSM-RPRAJUDHA-CENTOS8-NFS217-172.30.57.217,1.84,37.77,29216018,25522018
2022-02-03 01:00:00,fsm-ntwk-wlan01,0.90,57.31,10211930,24991821
2022-02-03 01:00:00,FSM-TTRINH-CENTOS8-KAFKA-172.30.56.34,0.57,36.68,79656377,40613795
2022-02-03 01:00:00,it-rle-oradb-57141,0.50,2.16,56184790,53427304
2022-02-03 01:00:00,HOST-172.30.56.104,0.00,0.00,8122324,17391299
2022-02-03 02:00:00,FSM-GFU-Window2012R2-WIN2012R2-172-30-56-123,94.48,47.49,504005045,395105275
2022-02-03 02:00:00,ussvnplesx58.fortinet-us.com,67.69,63.79,580628930560,147259228160
2022-02-03 02:00:00,ussvnplesx59.fortinet-us.com,57.28,72.48,176034324480,11078328320
2022-02-03 02:00:00,ussvnplesx54.fortinet-us.com,55.16,74.28,44708290560,18811863040
