Event Receive Hour,Host Name,AVG(CPU Util),AVG(Memory Util),SUM(Sent Bytes64) (Byte),SUM(Received Bytes64) (Byte)
2022-01-31 17:00:00,FSM-GFU-Window2012R2-WIN2012R2-172-30-56-123,93.75,47.34,616095815,484943865
2022-01-31 17:00:00,ussvnplesx54.fortinet-us.com,59.83,72.89,84870635520,32735682560
2022-01-31 17:00:00,ussvnplesx58.fortinet-us.com,56.23,68.62,224266854400,12412559360
2022-01-31 17:00:00,ussvnplesx56.fortinet-us.com,51.58,87.10,232396943360,11041157120
2022-01-31 17:00:00,ussvnplesx59.fortinet-us.com,49.88,72.39,130975723520,98769346560
2022-01-31 17:00:00,FSM-GFU1-Window2022-WIN2022-172-30-56-125,47.29,47.21,1192137585,876864745
2022-01-31 17:00:00,ussvnplesx51.fortinet-us.com,46.65,90.01,62385561600,28984074240
2022-01-31 17:00:00,ussvnplesx53.fortinet-us.com,46.17,85.48,60669501440,19661025280
2022-01-31 17:00:00,ussvnplesx52.fortinet-us.com,45.36,89.92,52314869760,14992834560
2022-01-31 17:00:00,ussvnplesx57.fortinet-us.com,44.08,92.13,110269378560,100555980800
2022-01-31 17:00:00,ussvnplesx55.fortinet-us.com,43.44,90.00,35759411200,8742215680
2022-01-31 17:00:00,FSM-GFU-Window10-WIN10-172-30-56-127,17.41,33.82,597699160,680441953
2022-01-31 17:00:00,FSM-GFU-Window2016-WIN2016test-172-30-56-126.gfu.com,17.30,48.15,389013416,227611640
2022-01-31 17:00:00,WIN-QA-RDP-230,8.65,28.47,397097388,256664886
2022-01-31 17:00:00,FSM-CPWANG-WIND2019-172-30-56-214,8.16,45.89,549337230,219300220
2022-01-31 17:00:00,WIN-2R27C8ADMT3.fortisiem-lab.net,6.53,22.05,701752532,5182861444
2022-01-31 17:00:00,FSM-RPRAJUDHA-CENTOS8-NFS217-172.30.57.217,1.84,37.64,28774216,26085897
2022-01-31 17:00:00,fsm-ntwk-wlan01,1.10,57.30,9810161,26012311
2022-01-31 17:00:00,it-rle-oradb-57141,0.60,2.16,78191596,61654449
2022-01-31 17:00:00,FSM-TTRINH-CENTOS8-KAFKA-172.30.56.34,0.53,36.73,74695961,40112493
2022-01-31 17:00:00,HOST-172.30.56.104,0.00,0.00,7863548,18462641
2022-01-31 18:00:00,FSM-GFU-Window2012R2-WIN2012R2-172-30-56-123,92.86,47.31,620786455,485743680
2022-01-31 18:00:00,ussvnplesx54.fortinet-us.com,58.22,72.89,41225830400,21063249920
2022-01-31 18:00:00,ussvnplesx58.fortinet-us.com,56.11,68.64,223015280640,12303544320
2022-01-31 18:00:00,ussvnplesx56.fortinet-us.com,55.43,87.42,234741350400,12692193280
2022-01-31 18:00:00,FSM-GFU1-Window2022-WIN2022-172-30-56-125,48.75,47.19,1200778210,875222935
2022-01-31 18:00:00,ussvnplesx59.fortinet-us.com,48.48,72.75,126320721920,97871032320
2022-01-31 18:00:00,ussvnplesx51.fortinet-us.com,46.55,89.73,63553536000,27354828800
2022-01-31 18:00:00,ussvnplesx53.fortinet-us.com,45.99,84.91,75457495040,18274856960
2022-01-31 18:00:00,ussvnplesx52.fortinet-us.com,45.66,90.17,40447713280,7671951360
2022-01-31 18:00:00,ussvnplesx57.fortinet-us.com,43.55,92.02,103787069440,100363960320
2022-01-31 18:00:00,ussvnplesx55.fortinet-us.com,43.31,90.07,33503375360,8574709760
2022-01-31 18:00:00,FSM-GFU-Window2016-WIN2016test-172-30-56-126.gfu.com,17.47,47.82,389404308,242376268
2022-01-31 18:00:00,FSM-CPWANG-WIND2019-172-30-56-214,10.78,45.92,553050630,220080235
2022-01-31 18:00:00,FSM-GFU-Window10-WIN10-172-30-56-127,8.42,32.50,471994340,279011955
2022-01-31 18:00:00,WIN-QA-RDP-230,8.29,28.48,398427030,255547674
2022-01-31 18:00:00,WIN-2R27C8ADMT3.fortisiem-lab.net,4.50,22.03,697970988,5193398006
2022-01-31 18:00:00,FSM-RPRAJUDHA-CENTOS8-NFS217-172.30.57.217,1.84,37.63,29059022,25986430
2022-01-31 18:00:00,fsm-ntwk-wlan01,1.00,57.31,9814449,25884997
2022-01-31 18:00:00,it-rle-oradb-57141,0.60,2.16,78453653,61425339
2022-01-31 18:00:00,FSM-TTRINH-CENTOS8-KAFKA-172.30.56.34,0.54,36.74,74577672,39921178
2022-01-31 18:00:00,HOST-172.30.56.104,0.00,0.00,7771848,17926089
2022-01-31 19:00:00,FSM-GFU-Window2012R2-WIN2012R2-172-30-56-123,92.92,47.31,610914525,482400920
2022-01-31 19:00:00,ussvnplesx56.fortinet-us.com,65.00,87.60,231085137920,9470566400
2022-01-31 19:00:00,ussvnplesx54.fortinet-us.com,59.26,72.89,43174871040,28705341440
2022-01-31 19:00:00,ussvnplesx58.fortinet-us.com,56.00,68.64,220479528960,16216166400
2022-01-31 19:00:00,FSM-GFU1-Window2022-WIN2022-172-30-56-125,49.02,47.21,1204232475,882843320
2022-01-31 19:00:00,ussvnplesx59.fortinet-us.com,47.83,72.96,128596131840,99492372480
2022-01-31 19:00:00,ussvnplesx51.fortinet-us.com,46.78,89.73,57293783040,29262397440
2022-01-31 19:00:00,ussvnplesx53.fortinet-us.com,45.12,85.74,88198696960,42197954560
2022-01-31 19:00:00,ussvnplesx52.fortinet-us.com,45.06,90.18,36732497920,8383078400
2022-01-31 19:00:00,ussvnplesx55.fortinet-us.com,43.59,90.07,32513249280,9800355840
2022-01-31 19:00:00,ussvnplesx57.fortinet-us.com,42.74,92.04,98193489920,100439162880
2022-01-31 19:00:00,FSM-GFU-Window2016-WIN2016test-172-30-56-126.gfu.com,17.88,47.55,391453360,230341728
2022-01-31 19:00:00,WIN-QA-RDP-230,8.57,28.48,403926252,261004854
2022-01-31 19:00:00,FSM-GFU-Window10-WIN10-172-30-56-127,8.38,32.48,475244445,282658075
2022-01-31 19:00:00,FSM-CPWANG-WIND2019-172-30-56-214,7.91,45.85,547887900,219143390
2022-01-31 19:00:00,WIN-2R27C8ADMT3.fortisiem-lab.net,3.63,22.01,706040356,5266297810
2022-01-31 19:00:00,FSM-RPRAJUDHA-CENTOS8-NFS217-172.30.57.217,1.81,37.63,28764390,26090707
2022-01-31 19:00:00,fsm-ntwk-wlan01,0.90,57.30,9784393,26034610
2022-01-31 19:00:00,it-rle-oradb-57141,0.60,2.16,78364793,61746333
2022-01-31 19:00:00,FSM-TTRINH-CENTOS8-KAFKA-172.30.56.34,0.55,36.72,75768238,40644513
2022-01-31 19:00:00,HOST-172.30.56.104,0.00,0.00,7727838,18105746
2022-01-31 20:00:00,FSM-GFU-Window2012R2-WIN2012R2-172-30-56-123,93.07,47.33,627226725,491045895
2022-01-31 20:00:00,ussvnplesx56.fortinet-us.com,63.44,87.69,222829506560,13444075520
2022-01-31 20:00:00,ussvnplesx54.fortinet-us.com,58.02,72.89,42288128000,20578713600
2022-01-31 20:00:00,ussvnplesx58.fortinet-us.com,55.76,68.64,219322163200,12599091200
2022-01-31 20:00:00,FSM-GFU1-Window2022-WIN2022-172-30-56-125,50.51,47.23,1189773795,867940935
2022-01-31 20:00:00,ussvnplesx59.fortinet-us.com,47.83,72.97,122318192640,97993461760
2022-01-31 20:00:00,ussvnplesx51.fortinet-us.com,46.32,89.73,57244917760,23829893120
2022-01-31 20:00:00,ussvnplesx53.fortinet-us.com,45.29,85.75,55780659200,9314693120
2022-01-31 20:00:00,ussvnplesx52.fortinet-us.com,45.06,90.26,40366796800,6850846720
2022-01-31 20:00:00,ussvnplesx55.fortinet-us.com,43.03,90.08,31611105280,8639139840
2022-01-31 20:00:00,ussvnplesx57.fortinet-us.com,42.53,92.05,100303974400,100287979520
2022-01-31 20:00:00,FSM-GFU-Window2016-WIN2016test-172-30-56-126.gfu.com,19.70,48.15,387662084,226129612
2022-01-31 20:00:00,FSM-CPWANG-WIND2019-172-30-56-214,10.11,45.78,558731120,222780485
2022-01-31 20:00:00,WIN-QA-RDP-230,9.11,28.49,395149014,254063628
2022-01-31 20:00:00,FSM-GFU-Window10-WIN10-172-30-56-127,8.23,32.56,465850075,275495446
2022-01-31 20:00:00,WIN-2R27C8ADMT3.fortisiem-lab.net,3.71,22.03,694105580,5188252816
2022-01-31 20:00:00,FSM-RPRAJUDHA-CENTOS8-NFS217-172.30.57.217,1.84,37.67,28691590,26015682
2022-01-31 20:00:00,fsm-ntwk-wlan01,1.00,57.30,9902901,26163594
2022-01-31 20:00:00,it-rle-oradb-57141,0.60,2.16,79561600,62251562
2022-01-31 20:00:00,FSM-TTRINH-CENTOS8-KAFKA-172.30.56.34,0.55,36.77,74549634,39832262
2022-01-31 20:00:00,HOST-172.30.56.104,0.00,0.00,7740370,17918370
2022-01-31 21:00:00,FSM-GFU-Window2012R2-WIN2012R2-172-30-56-123,93.20,47.33,613642615,482907420
2022-01-31 21:00:00,ussvnplesx56.fortinet-us.com,63.50,87.70,227656744960,12077957120
2022-01-31 21:00:00,ussvnplesx54.fortinet-us.com,58.70,72.90,42613370880,21783961600
2022-01-31 21:00:00,ussvnplesx58.fortinet-us.com,56.52,68.65,238142894080,17339289600
2022-01-31 21:00:00,FSM-GFU1-Window2022-WIN2022-172-30-56-125,50.19,47.24,1204067910,876906105
2022-01-31 21:00:00,ussvnplesx59.fortinet-us.com,48.05,72.97,128498810880,114005463040
2022-01-31 21:00:00,ussvnplesx51.fortinet-us.com,46.36,89.73,57554329600,23862353920
2022-01-31 21:00:00,ussvnplesx53.fortinet-us.com,45.30,85.87,62227374080,8639180800
2022-01-31 21:00:00,ussvnplesx52.fortinet-us.com,44.89,90.34,49624514560,7480954880
2022-01-31 21:00:00,ussvnplesx55.fortinet-us.com,42.94,90.08,36271288320,8839147520
2022-01-31 21:00:00,ussvnplesx57.fortinet-us.com,42.86,92.14,108374855680,100835123200
2022-01-31 21:00:00,FSM-GFU-Window2016-WIN2016test-172-30-56-126.gfu.com,17.74,48.07,388437272,227393316
2022-01-31 21:00:00,FSM-GFU-Window10-WIN10-172-30-56-127,8.25,32.62,466500275,276492814
2022-01-31 21:00:00,WIN-QA-RDP-230,8.13,28.49,399433002,256277304
2022-01-31 21:00:00,FSM-CPWANG-WIND2019-172-30-56-214,7.92,45.83,547569495,217459360
2022-01-31 21:00:00,WIN-2R27C8ADMT3.fortisiem-lab.net,3.63,22.03,694324784,5176686172
2022-01-31 21:00:00,FSM-RPRAJUDHA-CENTOS8-NFS217-172.30.57.217,1.84,37.73,29686096,26504695
2022-01-31 21:00:00,fsm-ntwk-wlan01,0.95,57.30,9817689,25891981
2022-01-31 21:00:00,it-rle-oradb-57141,0.59,2.16,78273217,61347744
2022-01-31 21:00:00,FSM-TTRINH-CENTOS8-KAFKA-172.30.56.34,0.55,36.70,74801526,39928869
2022-01-31 21:00:00,HOST-172.30.56.104,0.00,0.00,7749402,18013142
2022-01-31 22:00:00,FSM-GFU-Window2012R2-WIN2012R2-172-30-56-123,93.92,47.33,617632945,485468480
2022-01-31 22:00:00,ussvnplesx56.fortinet-us.com,64.12,87.73,235723386880,12196474880
2022-01-31 22:00:00,ussvnplesx54.fortinet-us.com,57.96,72.89,42280775680,17321676800
2022-01-31 22:00:00,ussvnplesx58.fortinet-us.com,56.00,68.79,235027906560,16398131200
2022-01-31 22:00:00,FSM-GFU1-Window2022-WIN2022-172-30-56-125,52.53,47.21,1197039865,877273551
2022-01-31 22:00:00,ussvnplesx59.fortinet-us.com,47.93,73.02,131789742080,97543946240
2022-01-31 22:00:00,ussvnplesx51.fortinet-us.com,46.91,89.75,59937710080,24060436480
2022-01-31 22:00:00,ussvnplesx52.fortinet-us.com,45.04,90.37,45943869440,6906040320
2022-01-31 22:00:00,ussvnplesx53.fortinet-us.com,45.01,85.88,64129699840,8925941760
2022-01-31 22:00:00,ussvnplesx55.fortinet-us.com,43.21,90.09,37118279680,8682803200
2022-01-31 22:00:00,ussvnplesx57.fortinet-us.com,42.75,92.19,108747591680,100400803840
2022-01-31 22:00:00,FSM-GFU-Window2016-WIN2016test-172-30-56-126.gfu.com,19.32,47.96,386112520,226581248
2022-01-31 22:00:00,FSM-CPWANG-WIND2019-172-30-56-214,9.45,45.77,548124875,220196095
2022-01-31 22:00:00,WIN-QA-RDP-230,9.14,28.50,399038910,257817576
2022-01-31 22:00:00,FSM-GFU-Window10-WIN10-172-30-56-127,8.45,32.62,467946405,278880525
2022-01-31 22:00:00,WIN-2R27C8ADMT3.fortisiem-lab.net,3.75,22.01,694980552,5190164572
2022-01-31 22:00:00,FSM-RPRAJUDHA-CENTOS8-NFS217-172.30.57.217,1.88,37.75,29050285,26182592
2022-01-31 22:00:00,fsm-ntwk-wlan01,0.90,57.30,9817760,26140225
2022-01-31 22:00:00,it-rle-oradb-57141,0.60,2.16,78366189,61831448
2022-01-31 22:00:00,FSM-TTRINH-CENTOS8-KAFKA-172.30.56.34,0.55,36.70,74717680,40150078
2022-01-31 22:00:00,HOST-172.30.56.104,0.00,0.00,7884404,18348864
2022-01-31 23:00:00,FSM-GFU-Window2012R2-WIN2012R2-172-30-56-123,93.55,47.33,614849510,483436517
2022-01-31 23:00:00,ussvnplesx56.fortinet-us.com,63.34,87.78,296566231040,74807132160
2022-01-31 23:00:00,ussvnplesx54.fortinet-us.com,59.06,72.90,64181555200,40990822400
2022-01-31 23:00:00,ussvnplesx58.fortinet-us.com,55.55,68.83,222642626560,13953597440
2022-01-31 23:00:00,FSM-GFU1-Window2022-WIN2022-172-30-56-125,49.00,47.17,1207887470,881653389
2022-01-31 23:00:00,ussvnplesx59.fortinet-us.com,47.90,73.03,184278138880,120610385920
2022-01-31 23:00:00,ussvnplesx51.fortinet-us.com,46.67,89.75,70428979200,32934072320
2022-01-31 23:00:00,ussvnplesx53.fortinet-us.com,45.18,85.88,57262346240,9001697280
2022-01-31 23:00:00,ussvnplesx52.fortinet-us.com,44.64,90.37,42744299520,8751206400
2022-01-31 23:00:00,ussvnplesx55.fortinet-us.com,43.42,90.09,37997096960,9876623360
2022-01-31 23:00:00,ussvnplesx57.fortinet-us.com,42.58,92.26,105527889920,102549770240
2022-01-31 23:00:00,FSM-GFU-Window2016-WIN2016test-172-30-56-126.gfu.com,19.36,48.26,387889920,227328188
2022-01-31 23:00:00,FSM-GFU-Window10-WIN10-172-30-56-127,14.75,32.60,474832930,295515465
2022-01-31 23:00:00,FSM-CPWANG-WIND2019-172-30-56-214,8.97,45.78,555128435,219392005
2022-01-31 23:00:00,WIN-QA-RDP-230,8.64,28.51,399764286,256558122
2022-01-31 23:00:00,WIN-2R27C8ADMT3.fortisiem-lab.net,3.58,22.02,692954288,5179254428
2022-01-31 23:00:00,FSM-RPRAJUDHA-CENTOS8-NFS217-172.30.57.217,1.86,37.75,28874320,25946829
2022-01-31 23:00:00,fsm-ntwk-wlan01,1.00,57.30,9828820,25960022
2022-01-31 23:00:00,it-rle-oradb-57141,0.60,2.16,78315891,61359412
2022-01-31 23:00:00,FSM-TTRINH-CENTOS8-KAFKA-172.30.56.34,0.54,36.70,74529554,39861046
2022-01-31 23:00:00,HOST-172.30.56.104,0.00,0.00,7761980,18005263
2022-02-01 00:00:00,FSM-GFU-Window2012R2-WIN2012R2-172-30-56-123,94.20,47.32,617564990,485527969
2022-02-01 00:00:00,ussvnplesx56.fortinet-us.com,64.60,87.78,214761185280,9214853120
2022-02-01 00:00:00,ussvnplesx54.fortinet-us.com,58.29,72.90,42373017600,18486169600
2022-02-01 00:00:00,ussvnplesx58.fortinet-us.com,55.38,68.83,211996385280,12693770240
2022-02-01 00:00:00,FSM-GFU1-Window2022-WIN2022-172-30-56-125,49.65,47.29,1193707620,877872840
2022-02-01 00:00:00,ussvnplesx59.fortinet-us.com,47.86,73.03,113376972800,97585520640
2022-02-01 00:00:00,ussvnplesx51.fortinet-us.com,46.30,89.75,52702085120,23461560320
2022-02-01 00:00:00,ussvnplesx53.fortinet-us.com,45.09,85.88,44526202880,10665963520
2022-02-01 00:00:00,ussvnplesx52.fortinet-us.com,44.14,90.38,28018749440,7573872640
2022-02-01 00:00:00,ussvnplesx55.fortinet-us.com,43.03,90.09,26358292480,8517427200
2022-02-01 00:00:00,ussvnplesx57.fortinet-us.com,42.19,92.26,89139015680,100288696320
2022-02-01 00:00:00,FSM-GFU-Window2016-WIN2016test-172-30-56-126.gfu.com,18.70,47.96,387419912,225659824
2022-02-01 00:00:00,FSM-GFU-Window10-WIN10-172-30-56-127,17.87,28.96,467734775,276886655
2022-02-01 00:00:00,FSM-CPWANG-WIND2019-172-30-56-214,8.95,45.81,547545905,218633140
2022-02-01 00:00:00,WIN-QA-RDP-230,8.51,28.49,399615540,256334100
2022-02-01 00:00:00,WIN-2R27C8ADMT3.fortisiem-lab.net,3.63,22.03,701763356,5191189812
2022-02-01 00:00:00,FSM-RPRAJUDHA-CENTOS8-NFS217-172.30.57.217,1.86,37.75,28590410,25763697
2022-02-01 00:00:00,fsm-ntwk-wlan01,0.90,57.30,9823388,25833181
2022-02-01 00:00:00,it-rle-oradb-57141,0.60,2.16,79564599,62375004
2022-02-01 00:00:00,FSM-TTRINH-CENTOS8-KAFKA-172.30.56.34,0.54,36.69,75682787,40501890
2022-02-01 00:00:00,HOST-172.30.56.104,0.00,0.00,7756258,17981403
2022-02-01 01:00:00,FSM-GFU-Window2012R2-WIN2012R2-172-30-56-123,93.69,47.33,628032170,495097549
2022-02-01 01:00:00,ussvnplesx56.fortinet-us.com,59.58,84.09,100796190720,16385597440
2022-02-01 01:00:00,ussvnplesx54.fortinet-us.com,59.12,72.93,46302965760,27341434880
2022-02-01 01:00:00,ussvnplesx58.fortinet-us.com,56.25,68.37,244161024000,24698531840
2022-02-01 01:00:00,FSM-GFU1-Window2022-WIN2022-172-30-56-125,49.39,47.22,1212763095,883767165
2022-02-01 01:00:00,ussvnplesx59.fortinet-us.com,49.25,72.37,103795937280,83235676160
2022-02-01 01:00:00,ussvnplesx51.fortinet-us.com,47.88,88.52,89247477760,42655334400
2022-02-01 01:00:00,ussvnplesx52.fortinet-us.com,46.51,87.22,73772052480,28863569920
2022-02-01 01:00:00,ussvnplesx55.fortinet-us.com,43.27,88.27,100526899200,61834117120
2022-02-01 01:00:00,ussvnplesx53.fortinet-us.com,43.14,82.25,108542668800,53568942080
2022-02-01 01:00:00,ussvnplesx57.fortinet-us.com,42.17,87.58,136480583680,120747048960
2022-02-01 01:00:00,FSM-GFU-Window2016-WIN2016test-172-30-56-126.gfu.com,19.45,48.29,392127868,232272348
2022-02-01 01:00:00,FSM-CPWANG-WIND2019-172-30-56-214,9.20,45.79,560524890,224081361
2022-02-01 01:00:00,WIN-QA-RDP-230,8.34,28.39,405495198,263103444
2022-02-01 01:00:00,FSM-GFU-Window10-WIN10-172-30-56-127,8.00,28.29,476813150,284427115
2022-02-01 01:00:00,WIN-2R27C8ADMT3.fortisiem-lab.net,3.71,22.01,708945792,5265171204
2022-02-01 01:00:00,FSM-RPRAJUDHA-CENTOS8-NFS217-172.30.57.217,1.82,37.75,29486962,26865488
2022-02-01 01:00:00,fsm-ntwk-wlan01,1.00,57.30,9973909,26645768
2022-02-01 01:00:00,FSM-TTRINH-CENTOS8-KAFKA-172.30.56.34,0.55,36.69,74868580,40374561
2022-02-01 01:00:00,it-rle-oradb-57141,0.53,2.16,68784769,58961063
2022-02-01 01:00:00,HOST-172.30.56.104,0.00,0.00,7771650,18224985
2022-02-01 02:00:00,FSM-GFU-Window2012R2-WIN2012R2-172-30-56-123,94.40,47.35,613048695,482925190
2022-02-01 02:00:00,ussvnplesx54.fortinet-us.com,59.43,72.92,48249856000,23835136000
2022-02-01 02:00:00,ussvnplesx58.fortinet-us.com,57.77,69.62,257290035200,26287247360
2022-02-01 02:00:00,ussvnplesx56.fortinet-us.com,57.76,81.16,52410449920,18601553920
2022-02-01 02:00:00,ussvnplesx52.fortinet-us.com,51.23,86.96,97088512000,24388546560
2022-02-01 02:00:00,ussvnplesx59.fortinet-us.com,51.06,73.25,105823805440,23064657920
2022-02-01 02:00:00,FSM-GFU1-Window2022-WIN2022-172-30-56-125,49.86,47.27,1193201815,877455010
2022-02-01 02:00:00,ussvnplesx51.fortinet-us.com,48.28,87.59,67498536960,41224232960
2022-02-01 02:00:00,ussvnplesx57.fortinet-us.com,46.47,87.59,152508948480,128837468160
2022-02-01 02:00:00,ussvnplesx53.fortinet-us.com,45.93,80.91,173461913600,46085632000
2022-02-01 02:00:00,ussvnplesx55.fortinet-us.com,45.86,90.25,83203502080,28456652800
2022-02-01 02:00:00,FSM-GFU-Window2016-WIN2016test-172-30-56-126.gfu.com,18.32,48.09,388418828,227066504
2022-02-01 02:00:00,WIN-QA-RDP-230,8.62,28.41,398367540,256268232
2022-02-01 02:00:00,FSM-GFU-Window10-WIN10-172-30-56-127,8.47,28.37,466614415,277410545
2022-02-01 02:00:00,FSM-CPWANG-WIND2019-172-30-56-214,8.29,45.85,548656935,220463759
2022-02-01 02:00:00,WIN-2R27C8ADMT3.fortisiem-lab.net,3.61,22.03,697445796,5180649346
2022-02-01 02:00:00,FSM-RPRAJUDHA-CENTOS8-NFS217-172.30.57.217,1.80,37.74,29031577,26285524
2022-02-01 02:00:00,fsm-ntwk-wlan01,1.10,57.30,9818760,26019932
2022-02-01 02:00:00,FSM-TTRINH-CENTOS8-KAFKA-172.30.56.34,0.53,36.68,74788566,40236422
2022-02-01 02:00:00,it-rle-oradb-57141,0.48,2.16,62995342,57013683
2022-02-01 02:00:00,HOST-172.30.56.104,0.00,0.00,7760946,18201756
2022-02-01 03:00:00,FSM-GFU-Window2012R2-WIN2012R2-172-30-56-123,94.21,47.34,620047890,485212795
2022-02-01 03:00:00,ussvnplesx54.fortinet-us.com,60.25,72.95,46746808320,20660449280
2022-02-01 03:00:00,ussvnplesx56.fortinet-us.com,57.66,81.15,53044756480,10553159680
2022-02-01 03:00:00,ussvnplesx52.fortinet-us.com,56.53,87.77,50351206400,29154631680
2022-02-01 03:00:00,ussvnplesx58.fortinet-us.com,56.52,70.05,235998699520,13950218240
2022-02-01 03:00:00,ussvnplesx51.fortinet-us.com,51.57,89.82,94846832640,36404080640
2022-02-01 03:00:00,FSM-GFU1-Window2022-WIN2022-172-30-56-125,50.55,47.27,1216442465,885586270
2022-02-01 03:00:00,ussvnplesx59.fortinet-us.com,50.13,75.26,83012362240,11777556480
2022-02-01 03:00:00,ussvnplesx55.fortinet-us.com,45.13,93.53,72358666240,20846039040
2022-02-01 03:00:00,ussvnplesx57.fortinet-us.com,44.90,90.42,112538890240,102899363840
2022-02-01 03:00:00,ussvnplesx53.fortinet-us.com,43.26,86.75,84528558080,23182069760
2022-02-01 03:00:00,FSM-GFU-Window2016-WIN2016test-172-30-56-126.gfu.com,18.88,47.99,382357400,221741012
2022-02-01 03:00:00,FSM-CPWANG-WIND2019-172-30-56-214,9.80,45.88,550291430,219462192
2022-02-01 03:00:00,WIN-QA-RDP-230,9.19,28.44,398659602,256981612
2022-02-01 03:00:00,FSM-GFU-Window10-WIN10-172-30-56-127,8.82,28.39,466670790,276878970
2022-02-01 03:00:00,WIN-2R27C8ADMT3.fortisiem-lab.net,3.60,22.04,695522232,5206971926
2022-02-01 03:00:00,FSM-RPRAJUDHA-CENTOS8-NFS217-172.30.57.217,1.81,37.48,28917514,25981827
2022-02-01 03:00:00,fsm-ntwk-wlan01,0.75,57.31,9810637,25879163
2022-02-01 03:00:00,FSM-TTRINH-CENTOS8-KAFKA-172.30.56.34,0.54,36.60,75002731,40064930
2022-02-01 03:00:00,it-rle-oradb-57141,0.51,2.16,68228949,58242280
2022-02-01 03:00:00,HOST-172.30.56.104,0.00,0.00,7881312,18252694
2022-02-01 04:00:00,FSM-GFU-Window2012R2-WIN2012R2-172-30-56-123,93.65,47.34,613970895,483991440
2022-02-01 04:00:00,ussvnplesx54.fortinet-us.com,59.91,72.96,44117463040,17918996480
2022-02-01 04:00:00,ussvnplesx56.fortinet-us.com,59.31,81.20,49698242560,10924564480
2022-02-01 04:00:00,ussvnplesx58.fortinet-us.com,56.32,70.07,231635271680,13036994560
2022-02-01 04:00:00,ussvnplesx52.fortinet-us.com,53.14,87.84,40519045120,6571397120
2022-02-01 04:00:00,FSM-GFU1-Window2022-WIN2022-172-30-56-125,51.66,47.29,1182742100,868082540
2022-02-01 04:00:00,ussvnplesx51.fortinet-us.com,49.73,90.33,63209021440,24867348480
2022-02-01 04:00:00,ussvnplesx59.fortinet-us.com,49.39,75.58,73778278400,9023098880
2022-02-01 04:00:00,ussvnplesx57.fortinet-us.com,43.78,90.57,99893841920,99714048000
2022-02-01 04:00:00,ussvnplesx55.fortinet-us.com,43.48,93.60,41082204160,10963865600
2022-02-01 04:00:00,ussvnplesx53.fortinet-us.com,41.83,87.20,52056268800,13014466560
2022-02-01 04:00:00,FSM-GFU-Window2016-WIN2016test-172-30-56-126.gfu.com,18.45,48.16,384104860,225167676
2022-02-01 04:00:00,FSM-GFU-Window10-WIN10-172-30-56-127,8.72,28.41,465539725,277632325
2022-02-01 04:00:00,WIN-QA-RDP-230,8.55,28.42,397817346,258013920
2022-02-01 04:00:00,FSM-CPWANG-WIND2019-172-30-56-214,8.16,45.96,544092390,219398598
2022-02-01 04:00:00,WIN-2R27C8ADMT3.fortisiem-lab.net,3.64,22.02,696862419,5191447774
2022-02-01 04:00:00,FSM-RPRAJUDHA-CENTOS8-NFS217-172.30.57.217,1.82,37.40,28493414,26062538
2022-02-01 04:00:00,fsm-ntwk-wlan01,0.95,57.31,9756454,26084641
2022-02-01 04:00:00,it-rle-oradb-57141,0.56,2.16,75623934,61646260
2022-02-01 04:00:00,FSM-TTRINH-CENTOS8-KAFKA-172.30.56.34,0.54,36.59,74621559,40118163
2022-02-01 04:00:00,HOST-172.30.56.104,0.00,0.00,7730704,18225847
2022-02-01 05:00:00,FSM-GFU-Window2012R2-WIN2012R2-172-30-56-123,94.21,47.34,615783970,483295610
2022-02-01 05:00:00,ussvnplesx56.fortinet-us.com,60.63,81.26,44710154240,9609256960
2022-02-01 05:00:00,ussvnplesx54.fortinet-us.com,59.88,72.96,44737167360,15703859200
2022-02-01 05:00:00,ussvnplesx58.fortinet-us.com,55.98,70.07,224739840000,12626411520
2022-02-01 05:00:00,FSM-GFU1-Window2022-WIN2022-172-30-56-125,50.01,47.30,1205790640,877819675
2022-02-01 05:00:00,ussvnplesx51.fortinet-us.com,49.97,90.33,63834255360,24941711360
2022-02-01 05:00:00,ussvnplesx59.fortinet-us.com,49.62,75.61,71386152960,9012715520
2022-02-01 05:00:00,ussvnplesx52.fortinet-us.com,45.16,87.85,37281648640,6502359040
2022-02-01 05:00:00,ussvnplesx57.fortinet-us.com,43.56,90.64,98112061440,99977093120
2022-02-01 05:00:00,ussvnplesx55.fortinet-us.com,43.30,93.58,37552558080,9427783680
2022-02-01 05:00:00,ussvnplesx53.fortinet-us.com,41.83,87.22,44537856000,9459097600
2022-02-01 05:00:00,FSM-GFU-Window2016-WIN2016test-172-30-56-126.gfu.com,18.20,48.07,391684704,226230508
2022-02-01 05:00:00,FSM-CPWANG-WIND2019-172-30-56-214,10.12,45.94,546134390,218435365
2022-02-01 05:00:00,WIN-QA-RDP-230,8.69,28.44,397905642,254932604
2022-02-01 05:00:00,FSM-GFU-Window10-WIN10-172-30-56-127,8.20,28.48,464344665,275162664
2022-02-01 05:00:00,WIN-2R27C8ADMT3.fortisiem-lab.net,3.55,22.02,693738197,5181117630
2022-02-01 05:00:00,FSM-RPRAJUDHA-CENTOS8-NFS217-172.30.57.217,1.78,37.39,29418731,26317692
2022-02-01 05:00:00,fsm-ntwk-wlan01,1.00,57.32,9792211,25807921
2022-02-01 05:00:00,it-rle-oradb-57141,0.60,2.16,78434270,61075164
